run,label,support,precision,recall,f1
stage6_mc,aleurocanthus spiniferus,1,0.0,0.0,0.0
stage6_mc,alfalfa plant bug,2,0.0,0.0,0.0
stage6_mc,alfalfa seed chalcid,1,0.0,0.0,0.0
stage6_mc,algal leaf,2,0.0,0.0,0.0
stage6_mc,aphids,6,0.0,0.0,0.0
stage6_mc,apple apple scab,2,0.0,0.0,0.0
stage6_mc,apple black rot,1,0.0,0.0,0.0
stage6_mc,apple healthy,4,0.0,0.0,0.0
stage6_mc,apple scab leaf,1,0.0,0.0,0.0
stage6_mc,army worm,3,0.0,0.0,0.0
stage6_mc,bacterial leaf blight,7,0.0,0.0,0.0
stage6_mc,bactrocera tsuneonis,1,0.0,0.0,0.0
stage6_mc,banana healthy leaf,3,0.0,0.0,0.0
stage6_mc,beet army worm,4,0.0,0.0,0.0
stage6_mc,bird cherry oataphid,3,0.0,0.0,0.0
stage6_mc,bird eye spot,2,0.0,0.0,0.0
stage6_mc,black cutworm,2,0.0,0.0,0.0
stage6_mc,black sigatoka,2,0.11764705882352941,1.0,0.21052631578947367
stage6_mc,blister beetle,4,0.0,0.0,0.0
stage6_mc,blueberry healthy,2,0.0,0.0,0.0
stage6_mc,blueberry leaf,1,0.0,0.0,0.0
stage6_mc,bract mosaic virus,2,0.0,0.0,0.0
stage6_mc,brinjal mites,1,0.0,0.0,0.0
stage6_mc,brown blight,5,0.0,0.0,0.0
stage6_mc,brown plant hopper,4,0.0,0.0,0.0
stage6_mc,brown spot,12,0.0,0.0,0.0
stage6_mc,cherry including sour healthy,3,0.0,0.0,0.0
stage6_mc,chickpea botrytis gray mold,1,0.0,0.0,0.0
stage6_mc,chilli leaf curl virus,1,0.0,0.0,0.0
stage6_mc,chilli thrips,1,0.0,0.0,0.0
stage6_mc,chilo suppressalis,3,0.0,0.0,0.0
stage6_mc,chlumetia transversa,2,0.0,0.0,0.0
stage6_mc,cicadella viridis,1,0.0,0.0,0.0
stage6_mc,cicadellidae,9,0.0,0.0,0.0
stage6_mc,coriander healthy,1,0.0,0.0,0.0
stage6_mc,corn borer,2,0.0,0.0,0.0
stage6_mc,corn gray leaf spot,1,0.0,0.0,0.0
stage6_mc,corn leaf blight,2,0.0,0.0,0.0
stage6_mc,corn maize cercospora leaf spot gray leaf spot,3,0.0,0.0,0.0
stage6_mc,corn maize common rust,3,0.0,0.0,0.0
stage6_mc,corn maize healthy,2,0.0,0.0,0.0
stage6_mc,corn maize northern leaf blight,3,0.028846153846153848,1.0,0.05607476635514019
stage6_mc,cucumber squash bug,1,0.0,0.0,0.0
stage6_mc,dacus dorsalis hendel,1,0.0,0.0,0.0
stage6_mc,dasineura sp,1,0.0,0.0,0.0
stage6_mc,english grain aphid,1,0.0,0.0,0.0
stage6_mc,flax budworm,1,0.0,0.0,0.0
stage6_mc,flea beetle,1,0.0,0.0,0.0
stage6_mc,grape esca black measles,3,0.0,0.0,0.0
stage6_mc,grape leaf black rot,1,0.0,0.0,0.0
stage6_mc,grape leaf blight isariopsis leaf spot,1,0.0,0.0,0.0
stage6_mc,gray light,1,0.058823529411764705,1.0,0.1111111111111111
stage6_mc,green bug,2,0.0,0.0,0.0
stage6_mc,grub,2,0.0,0.0,0.0
stage6_mc,guava healthy,1,0.0,0.0,0.0
stage6_mc,healthy,9,0.0,0.0,0.0
stage6_mc,hispa,4,0.0,0.0,0.0
stage6_mc,icerya purchasi maskell,1,0.0,0.0,0.0
stage6_mc,insect pest,3,0.0,0.0,0.0
stage6_mc,large cutworm,2,0.0,0.0,0.0
stage6_mc,leaf scald,10,0.0,0.0,0.0
stage6_mc,limacodidae,1,0.0,0.0,0.0
stage6_mc,locustoidea,2,0.0,0.0,0.0
stage6_mc,longlegged spider mite,2,0.0,0.0,0.0
